"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Ryan, Joe",657746,"MIN","FS","Split-Finger",-1.4,-3,"225",13.7,"56","0.212","0.442","0.314",23.7,23.2,14.3,"0.233","0.467","0.316",42.5
"Stewart, Brock",592779,"MIN","FF","4-Seam Fastball",2,5,"240",53.8,"56","0.22","0.28","0.264",34.9,39.3,27.5,"0.192","0.305","0.256",34.5
"Pfaadt, Brandon",694297,"AZ","CH","Changeup",0,0,"251",16,"56","0.264","0.415","0.314",29.1,7.1,6.9,"0.351","0.58","0.413",34.7
"Okert, Steven",595345,"HOU","FF","4-Seam Fastball",1.7,4,"229",43.1,"56","0.18","0.32","0.257",29.2,28.6,30.8,"0.214","0.44","0.314",40
"Peterson, David",656849,"NYM","CH","Changeup",1.3,3,"234",14.7,"56","0.17","0.245","0.24",20.5,14.3,14,"0.258","0.338","0.282",35.6
"Rogers, Taylor",573124,"CIN","ST","Sweeper",0.9,2,"257",48.8,"56","0.173","0.327","0.266",35.6,37.5,22.3,"0.144","0.232","0.188",28.1
"Cano, Yennier",666974,"BAL","SI","Sinker",1.9,5,"238",46.4,"56","0.188","0.25","0.273",23.7,19.6,20.8,"0.21","0.321","0.288",42.1
"Chivilli, Angel",683409,"COL","CH","Changeup",-0.9,-2,"229",38.4,"55","0.235","0.373","0.31",36.8,23.6,17.3,"0.222","0.383","0.289",28.9
"Gray, Sonny",543243,"STL","CU","Curveball",2.4,6,"256",17.5,"55","0.135","0.212","0.179",30.2,29.1,33.3,"0.193","0.323","0.245",33.3
"Crochet, Garrett",676979,"BOS","SI","Sinker",1.5,4,"243",12.9,"55","0.292","0.313","0.325",22.8,10.9,15.4,"0.316","0.415","0.366",28.6
"Fluharty, Mason",689254,"TOR","ST","Sweeper",-0.1,0,"226",40.4,"55","0.264","0.491","0.334",32.7,25.5,20.6,"0.203","0.392","0.267",28.2
"Hicks, Jordan",663855,"BOS","ST","Sweeper",-0.5,-1,"243",27.7,"54","0.255","0.426","0.361",44.3,24.1,18.8,"0.186","0.299","0.271",23.5
"Bibee, Tanner",676440,"CLE","FC","Cutter",0.1,0,"296",18,"54","0.26","0.5","0.367",28.8,11.1,12.2,"0.225","0.434","0.31",40.9
"Adam, Jason",592094,"SD","SL","Slider",0.3,1,"251",34.3,"53","0.313","0.438","0.365",44.3,32.1,34.7,"0.252","0.384","0.299",37.5
"Peralta, Freddy",642547,"MIL","CU","Curveball",-0.2,0,"231",13.5,"53","0.22","0.38","0.281",34.7,35.8,17,"0.206","0.301","0.245",25.8
"Sears, JP",676664,"ATH","CH","Changeup",-1.2,-3,"252",15.8,"53","0.288","0.519","0.36",21.3,7.5,12.9,"0.277","0.462","0.313",30.6
"Mikolas, Miles",571945,"STL","CU","Curveball",-1.5,-4,"236",16.9,"53","0.224","0.449","0.301",25.3,32.1,18.7,"0.192","0.356","0.261",33.3
"Eovaldi, Nathan",543135,"TEX","FC","Cutter",3.3,8,"238",20.1,"53","0.173","0.288","0.207",23,26.4,25.5,"0.261","0.534","0.341",42.1
"Hoffman, Jeff",656546,"TOR","FF","4-Seam Fastball",-0.4,-1,"231",38.4,"53","0.213","0.511","0.345",23.4,30.2,21.6,"0.278","0.627","0.414",54.8
"Ryan, Joe",657746,"MIN","ST","Sweeper",0.1,0,"228",13.9,"52","0.188","0.313","0.238",37.8,36.5,20.9,"0.184","0.262","0.229",30
"Taillon, Jameson",592791,"CHC","CU","Curveball",3,7,"228",15.3,"52","0.122","0.122","0.147",15.7,26.9,16.3,"0.198","0.316","0.247",34.3
"Rodríguez, Yariel",684320,"TOR","FF","4-Seam Fastball",0.9,2,"280",41.9,"52","0.163","0.279","0.277",18.5,9.6,10,"0.211","0.37","0.325",42.1
"Olson, Reese",681857,"DET","CH","Changeup",1.6,4,"230",25.8,"52","0.143","0.245","0.199",48.3,42.3,26.8,"0.17","0.263","0.215",29.6
"Gilbert, Logan",669302,"SEA","FF","4-Seam Fastball",1.1,3,"267",31.3,"52","0.196","0.326","0.278",24.2,21.2,18,"0.23","0.37","0.306",48.6
"Bello, Brayan",678394,"BOS","ST","Sweeper",-0.3,-1,"278",21.6,"52","0.205","0.341","0.31",23.5,32.7,15.9,"0.228","0.495","0.354",46.4
"Eovaldi, Nathan",543135,"TEX","CU","Curveball",2.6,6,"248",21,"51","0.085","0.085","0.161",44.4,37.3,21.6,"0.156","0.236","0.209",25
"Santillan, Tony",663574,"CIN","SL","Slider",-1.9,-4,"237",34.6,"50","0.286","0.476","0.372",31.6,18,9.2,"0.276","0.494","0.372",29.4
"Fairbanks, Pete",664126,"TB","SL","Slider",1,2,"234",40.3,"50","0.13","0.217","0.228",27.6,26,16.9,"0.172","0.212","0.208",21.2
"Vesia, Alex",681911,"LAD","SL","Slider",0,0,"235",38.7,"50","0.222","0.467","0.33",39.8,36,19.4,"0.211","0.41","0.305",29.6
"Gordon, Colton",676467,"HOU","ST","Sweeper",-2.7,-6,"239",31.4,"49","0.333","0.625","0.411",25.2,32.7,14.3,"0.23","0.408","0.279",34.4
"Milner, Hoby",571948,"TEX","ST","Sweeper",1,3,"267",38.3,"47","0.227","0.273","0.265",15.5,19.1,15,"0.277","0.497","0.332",35.1
"Rodriguez, Eduardo",593958,"AZ","FC","Cutter",0.7,2,"229",17.3,"47","0.273","0.432","0.34",29,29.8,31.1,"0.232","0.385","0.281",25.8
"Montero, Rafael",606160,"ATL","FF","4-Seam Fastball",1.3,3,"262",45.7,"47","0.214","0.31","0.277",26.2,25.5,15.8,"0.297","0.534","0.388",73.3
"Hendricks, Kyle",543294,"LAA","FF","4-Seam Fastball",0.3,1,"223",15.3,"46","0.225","0.5","0.339",20.2,21.7,16.1,"0.223","0.485","0.337",35.5
"Chapman, Aroldis",547973,"BOS","FF","4-Seam Fastball",1.9,4,"229",44,"46","0.171","0.244","0.276",31.7,15.2,18.4,"0.231","0.409","0.317",41.2
"Bradley, Taj",671737,"TB","CU","Curveball",1.1,2,"225",14.4,"45","0.091","0.114","0.123",33.3,60,23.7,"0.098","0.14","0.116",23.5
"Alcantara, Sandy",645261,"MIA","SL","Slider",-0.4,-1,"244",16.3,"44","0.237","0.421","0.306",28.3,20.5,15,"0.37","0.672","0.45",45.2
"Kochanowicz, Jack",686799,"LAA","SL","Slider",-2.2,-5,"232",15.8,"41","0.412","0.618","0.472",26.5,9.8,11.8,"0.342","0.534","0.414",29
"King, Michael",650633,"SD","FF","4-Seam Fastball",-2.3,-5,"231",25,"39","0.303","0.727","0.469",31.7,23.1,12.5,"0.28","0.684","0.448",54.2
